object1,object2,concurrence count
scissors,book,11
scissors,bottle,11
toothbrush,cup,11
train,car,11
train,man,11
woman,remote,11
backpack,bicycle,12
bicycle,backpack,12
book,dog,12
cake,chair,12
chair,cake,12
chair,suitcase,12
clock,couch,12
couch,clock,12
dog,book,12
spoon,woman,12
suitcase,chair,12
teddy bear,woman,12
woman,spoon,12
woman,teddy bear,12
bench,dog,13
book,suitcase,13
bus,man,13
bus,traffic light,13
cake,donut,13
cake,man,13
couch,laptop,13
cow,man,13
cup,orange,13
dog,bench,13
donut,cake,13
horse,woman,13
knife,refrigerator,13
laptop,couch,13
laptop,woman,13
man,bus,13
man,cake,13
man,cow,13
orange,cup,13
refrigerator,knife,13
spoon,wine glass,13
suitcase,book,13
toilet,toothbrush,13
toothbrush,toilet,13
traffic light,bus,13
vase,wine glass,13
wine glass,spoon,13
wine glass,vase,13
wine glass,woman,13
woman,horse,13
woman,laptop,13
woman,wine glass,13
backpack,skis,14
banana,man,14
baseball bat,sports ball,14
bed,suitcase,14
book,teddy bear,14
bottle,tv,14
bowl,couch,14
bus,train,14
chair,clock,14
clock,chair,14
couch,bowl,14
fire hydrant,truck,14
man,banana,14
man,oven,14
oven,man,14
skis,backpack,14
sports ball,baseball bat,14
suitcase,bed,14
teddy bear,book,14
train,bus,14
truck,fire hydrant,14
tv,bottle,14
airplane,car,15
bed,teddy bear,15
bench,woman,15
bottle,keyboard,15
bottle,orange,15
cake,spoon,15
car,airplane,15
car,cat,15
cat,car,15
chair,sports ball,15
keyboard,bottle,15
knife,microwave,15
microwave,knife,15
motorcycle,truck,15
orange,bottle,15
skis,snowboard,15
snowboard,skis,15
spoon,cake,15
sports ball,chair,15
teddy bear,bed,15
truck,motorcycle,15
woman,bench,15
bed,woman,16
bottle,laptop,16
bottle,mouse,16
broccoli,pizza,16
broccoli,spoon,16
cake,woman,16
carrot,sandwich,16
chair,pizza,16
cow,dog,16
dog,cow,16
dog,teddy bear,16
hot dog,sandwich,16
knife,scissors,16
laptop,bottle,16
man,tv,16
mouse,bottle,16
pizza,broccoli,16
pizza,chair,16
sandwich,carrot,16
sandwich,hot dog,16
scissors,knife,16
spoon,broccoli,16
teddy bear,dog,16
tv,man,16
woman,bed,16
woman,cake,16
bed,laptop,17
bed,tv,17
bowl,pizza,17
car,skateboard,17
cell phone,remote,17
couch,man,17
cow,horse,17
cup,donut,17
donut,cup,17
elephant,man,17
horse,cow,17
laptop,bed,17
man,couch,17
man,elephant,17
pizza,bowl,17
remote,cell phone,17
skateboard,car,17
tv,bed,17
banana,dining table,18
carrot,orange,18
dining table,banana,18
man,suitcase,18
orange,carrot,18
suitcase,man,18
baseball glove,sports ball,19
book,cat,19
bowl,cake,19
cake,bowl,19
car,clock,19
car,woman,19
cat,book,19
cell phone,cup,19
chair,wine glass,19
clock,car,19
cup,cell phone,19
dining table,microwave,19
giraffe,zebra,19
knife,man,19
man,knife,19
microwave,dining table,19
pizza,woman,19
sports ball,baseball glove,19
stop sign,truck,19
truck,stop sign,19
wine glass,chair,19
woman,car,19
woman,pizza,19
zebra,giraffe,19
car,umbrella,20
carrot,cup,20
cat,mouse,20
cup,carrot,20
fork,woman,20
mouse,cat,20
umbrella,car,20
woman,fork,20
bottle,sandwich,21
cat,chair,21
cell phone,chair,21
chair,cat,21
chair,cell phone,21
dining table,laptop,21
laptop,dining table,21
oven,potted plant,21
pizza,wine glass,21
potted plant,oven,21
sandwich,bottle,21
traffic light,train,21
train,traffic light,21
wine glass,pizza,21
bench,man,22
bowl,wine glass,22
bowl,woman,22
broccoli,fork,22
carrot,knife,22
cup,potted plant,22
fork,broccoli,22
knife,carrot,22
knife,sandwich,22
man,bench,22
potted plant,cup,22
sandwich,knife,22
wine glass,bowl,22
woman,bowl,22
car,handbag,23
chair,microwave,23
handbag,car,23
knife,woman,23
man,pizza,23
man,traffic light,23
microwave,chair,23
pizza,man,23
traffic light,man,23
woman,knife,23
chair,spoon,24
man,truck,24
oven,vase,24
spoon,chair,24
truck,man,24
vase,oven,24
apple,dining table,25
bottle,cat,25
cat,bottle,25
chair,tennis racket,25
cow,sheep,25
dining table,apple,25
dining table,refrigerator,25
knife,wine glass,25
man,umbrella,25
refrigerator,dining table,25
sheep,cow,25
tennis racket,chair,25
umbrella,man,25
wine glass,knife,25
bed,book,26
bicycle,motorcycle,26
book,bed,26
chair,umbrella,26
motorcycle,bicycle,26
sandwich,spoon,26
sink,spoon,26
spoon,sandwich,26
spoon,sink,26
umbrella,chair,26
banana,bowl,27
boat,man,27
bottle,toilet,27
bowl,banana,27
bowl,man,27
cat,toilet,27
dining table,hot dog,27
hot dog,dining table,27
man,boat,27
man,bowl,27
toilet,bottle,27
toilet,cat,27
bottle,man,28
carrot,fork,28
cell phone,handbag,28
fork,carrot,28
handbag,cell phone,28
laptop,man,28
man,bottle,28
man,laptop,28
bicycle,car,29
bottle,woman,29
cake,cup,29
car,bicycle,29
cat,keyboard,29
cat,sink,29
chair,fork,29
cup,cake,29
cup,refrigerator,29
dining table,tv,29
dog,man,29
fork,chair,29
keyboard,cat,29
man,dog,29
refrigerator,cup,29
sink,cat,29
tv,dining table,29
woman,bottle,29
bottle,pizza,30
cat,couch,30
chair,dog,30
couch,cat,30
cup,microwave,30
dog,chair,30
knife,pizza,30
microwave,cup,30
pizza,bottle,30
pizza,knife,30
bottle,fork,31
fork,bottle,31
handbag,umbrella,31
man,remote,31
remote,man,31
umbrella,handbag,31
bus,truck,32
dining table,donut,32
donut,dining table,32
truck,bus,32
backpack,handbag,33
cake,knife,33
carrot,spoon,33
cup,man,33
fork,sandwich,33
fork,wine glass,33
handbag,backpack,33
knife,cake,33
knife,sink,33
man,cup,33
sandwich,fork,33
sink,knife,33
sink,toothbrush,33
spoon,carrot,33
toothbrush,sink,33
wine glass,fork,33
bottle,toothbrush,34
cup,woman,34
toothbrush,bottle,34
woman,cup,34
dining table,orange,35
handbag,suitcase,35
horse,man,35
man,horse,35
orange,dining table,35
sports ball,woman,35
suitcase,handbag,35
tv,vase,35
vase,tv,35
woman,sports ball,35
book,remote,37
bottle,potted plant,37
car,dog,37
cup,vase,37
dog,car,37
potted plant,bottle,37
remote,book,37
vase,cup,37
car,parking meter,38
cat,suitcase,38
chair,knife,38
fork,pizza,38
knife,chair,38
knife,oven,38
oven,knife,38
parking meter,car,38
pizza,fork,38
suitcase,cat,38
airplane,truck,39
banana,orange,39
book,bottle,39
bottle,book,39
bowl,microwave,39
chair,refrigerator,39
cup,tv,39
microwave,bowl,39
orange,banana,39
refrigerator,chair,39
truck,airplane,39
tv,cup,39
book,cell phone,41
cat,tv,41
cell phone,book,41
tv,cat,41
backpack,man,42
bicycle,man,42
cat,dog,42
cell phone,tv,42
dining table,sink,42
dog,cat,42
man,backpack,42
man,bicycle,42
sink,dining table,42
sink,vase,42
tv,cell phone,42
vase,sink,42
apple,bowl,43
bowl,apple,43
dining table,oven,43
oven,dining table,43
oven,spoon,43
spoon,oven,43
bed,dog,44
cup,keyboard,44
cup,laptop,44
cup,mouse,44
cup,pizza,44
dining table,man,44
dog,bed,44
keyboard,cup,44
laptop,cup,44
man,dining table,44
mouse,cup,44
pizza,cup,44
backpack,suitcase,45
potted plant,sink,45
sink,potted plant,45
suitcase,backpack,45
cat,laptop,46
chair,remote,46
handbag,man,46
laptop,cat,46
man,handbag,46
potted plant,tv,46
remote,chair,46
tv,potted plant,46
apple,banana,47
banana,apple,47
book,cup,47
bottle,wine glass,47
cup,book,47
traffic light,truck,47
truck,traffic light,47
wine glass,bottle,47
bottle,vase,48
bowl,potted plant,48
potted plant,bowl,48
vase,bottle,48
cake,fork,50
fork,cake,50
baseball bat,baseball glove,52
baseball glove,baseball bat,52
couch,dog,52
dog,couch,52
bed,couch,53
book,potted plant,53
book,vase,53
bowl,orange,53
bowl,sandwich,53
car,fire hydrant,53
cell phone,keyboard,53
cell phone,mouse,53
couch,bed,53
dining table,woman,53
fire hydrant,car,53
keyboard,cell phone,53
mouse,cell phone,53
orange,bowl,53
potted plant,book,53
remote,tv,53
sandwich,bowl,53
tv,remote,53
vase,book,53
woman,dining table,53
chair,oven,54
oven,chair,54
cell phone,laptop,55
laptop,cell phone,55
book,dining table,56
cell phone,woman,56
dining table,book,56
woman,cell phone,56
bowl,vase,57
vase,bowl,57
chair,sink,58
cup,wine glass,58
sink,chair,58
wine glass,cup,58
kite,man,59
man,kite,59
umbrella,woman,59
woman,umbrella,59
apple,orange,60
bottle,spoon,60
car,stop sign,60
orange,apple,60
spoon,bottle,60
stop sign,car,60
bottle,microwave,61
couch,remote,61
microwave,bottle,61
remote,couch,61
chair,woman,63
woman,chair,63
cell phone,man,65
handbag,woman,65
man,cell phone,65
woman,handbag,65
cup,oven,66
fork,spoon,66
oven,cup,66
spoon,fork,66
car,motorcycle,68
motorcycle,car,68
bowl,refrigerator,69
cup,sandwich,69
knife,spoon,69
refrigerator,bowl,69
sandwich,cup,69
spoon,knife,69
carrot,dining table,70
dining table,carrot,70
baseball glove,man,71
bottle,knife,71
bus,car,71
car,bus,71
knife,bottle,71
man,baseball glove,71
frisbee,man,73
man,frisbee,73
baseball bat,man,74
man,baseball bat,74
man,snowboard,74
snowboard,man,74
bed,cat,75
cat,bed,75
chair,keyboard,76
keyboard,chair,76
dog,frisbee,79
frisbee,dog,79
tennis racket,woman,79
woman,tennis racket,79
chair,mouse,81
mouse,chair,81
microwave,refrigerator,82
refrigerator,microwave,82
bowl,fork,85
fork,bowl,85
dining table,wine glass,87
wine glass,dining table,87
bowl,broccoli,88
broccoli,bowl,88
couch,dining table,91
dining table,couch,91
chair,man,93
cup,sink,93
man,chair,93
sink,cup,93
broccoli,dining table,94
dining table,broccoli,94
dining table,potted plant,94
man,motorcycle,94
motorcycle,man,94
potted plant,dining table,94
bed,chair,96
bottle,chair,96
chair,bed,96
chair,bottle,96
microwave,sink,96
sink,microwave,96
book,laptop,99
laptop,book,99
broccoli,carrot,100
carrot,broccoli,100
bowl,knife,101
couch,vase,101
knife,bowl,101
vase,couch,101
chair,laptop,102
laptop,chair,102
book,keyboard,104
bowl,chair,104
chair,bowl,104
keyboard,book,104
book,mouse,105
mouse,book,105
fork,knife,106
knife,fork,106
car,man,107
couch,potted plant,107
dining table,vase,107
man,car,107
potted plant,couch,107
vase,dining table,107
bowl,carrot,108
carrot,bowl,108
bowl,sink,110
sink,bowl,110
cup,fork,112
fork,cup,112
cup,knife,113
knife,cup,113
cake,dining table,115
dining table,cake,115
man,skis,117
skis,man,117
refrigerator,sink,118
sink,refrigerator,118
man,sports ball,121
sports ball,man,121
man,woman,122
sports ball,tennis racket,122
tennis racket,sports ball,122
woman,man,122
chair,cup,124
cup,chair,124
dining table,sandwich,126
sandwich,dining table,126
bottle,refrigerator,127
refrigerator,bottle,127
cup,spoon,135
spoon,cup,135
bowl,oven,137
dining table,spoon,137
oven,bowl,137
spoon,dining table,137
couch,tv,141
tv,couch,141
microwave,oven,142
oven,microwave,142
book,couch,144
couch,book,144
dining table,knife,144
knife,dining table,144
bottle,oven,147
dining table,pizza,147
oven,bottle,147
pizza,dining table,147
bottle,dining table,148
dining table,bottle,148
laptop,tv,152
tv,laptop,152
man,tie,153
tie,man,153
man,surfboard,157
oven,refrigerator,157
refrigerator,oven,157
surfboard,man,157
chair,vase,165
man,skateboard,165
skateboard,man,165
vase,chair,165
chair,potted plant,167
potted plant,chair,167
man,tennis racket,168
tennis racket,man,168
book,tv,177
bowl,spoon,177
spoon,bowl,177
tv,book,177
keyboard,laptop,179
laptop,keyboard,179
car,traffic light,192
traffic light,car,192
laptop,mouse,193
mouse,laptop,193
bottle,bowl,201
bowl,bottle,201
dining table,fork,207
fork,dining table,207
book,chair,212
chair,book,212
mouse,tv,212
oven,sink,212
sink,oven,212
tv,mouse,212
bottle,sink,219
sink,bottle,219
keyboard,tv,220
tv,keyboard,220
chair,tv,221
tv,chair,221
bottle,cup,237
cup,bottle,237
potted plant,vase,241
vase,potted plant,241
car,truck,249
truck,car,249
bowl,cup,269
cup,bowl,269
chair,dining table,278
dining table,chair,278
keyboard,mouse,282
mouse,keyboard,282
chair,couch,327
couch,chair,327
bowl,dining table,330
dining table,bowl,330
cup,dining table,355
dining table,cup,355
sink,toilet,367
toilet,sink,367
